stage_no,date,route,profile_type,finish_type,distance_km,vertical_meters,expert_type,expert_status,expert_weight,predicted_finish,scorito_stage_points,rider,rider_slug,team,combined_score,pcs_model_rank,mountain_credibility,mountain_finish_factor,hilly_attrition_factor,conversion_factor,conversion_reason,expert_chat_signal,wielerflits_forum_signal,forum_opinion_share,blended_opinion_signal,expected_finish_band,confidence,uncertainty,role_assumption,news_decision,news_verification,news_title,evidence
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,1,50,POGAČAR Tadej,tadej-pogacar,UAE Team Emirates - XRG (WT),1.0,1,1.0,1.0,1.0,1.0,none,0.0977,0.0,0.3,0.0684,1-4,0.9,medium,inferred protected option,review_selection_and_lineup,corroborated_reports,"""This route is tailor-made for him"" - Footage shows Jonas Vingegaard complaining about Tadej Pogacar and Tour de France route design","2026 #1 Tour de Suisse (2.UWT) (itt; field-class proxy 0.88; ITT marker on PCS result; adjusted 0.476); 2026 #1 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.466)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,2,44,HAYTER Ethan,ethan-hayter,Soudal Quick-Step (WT),0.874403,2,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,1-7,0.66,medium-high,inferred protected option,review_selection_and_lineup,corroborated_reports,"Hayter lijkt plannen Van Aert en Visma | LaB te verpesten, maar dan is daar Brennan die in Vuelta etappe 2 wint","2026 #2 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.427); 2026 #4 UAE Tour (2.UWT) (itt; field 528/155; ProfileScore 1, 101vm, 12.2km; adjusted 0.306)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,3,40,OLIVEIRA Ivo,ivo-emanuel-alves,UAE Team Emirates - XRG (WT),0.796605,5,1.0,1.0,1.0,1.0,none,0.1286,0.0,0.3,0.09,1-11,0.62,medium-high,inferred co-option,,,,"2026 #3 Tour de Romandie (2.UWT) (itt; field 447/114; ProfileScore 9, 58vm, 3.2km; adjusted 0.310); 2026 #2 Sibiu Cycling Tour (2.1) (itt; field-class proxy 0.60; ITT marker on PCS result; adjusted 0.296)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,4,36,TARLING Joshua,joshua-tarling,Netcompany INEOS (WT),0.794293,6,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,2-10,0.804,medium,inferred protected option,,,,"2026 #1 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.428); 2026 #3 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.391)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,5,32,THORNLEY Callum,callum-thornley,Red Bull - BORA - hansgrohe (WT),0.656498,7,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,2-12,0.646,medium-high,inferred co-option,,,,"2026 #4 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.359); 2026 #3 Tour de Pologne (2.UWT) (itt; field 462/141; ProfileScore 14, 179vm, 12.5km; adjusted 0.318)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,6,30,VAN AERT Wout,wout-van-aert,Team Visma | Lease a Bike (WT),0.649474,3,1.0,1.0,1.0,1.0,none,0.1108,0.4731,0.3,0.2195,1-8,0.668,medium-high,inferred protected option,monitor_only_no_automatic_upgrade,corroborated_reports,'It was quite planned' - Van Aert plays his part as Visma's plan delivers Brennan Vuelta victory,"2026 #1 S6 Stage 6 - Saint-Vulbas › Crest-Voland (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.415); 2026 #8 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.253)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,7,28,FISHER-BLACK Finn,finn-fisher-black,Red Bull - BORA - hansgrohe (WT),0.606634,4,1.0,1.0,1.0,1.0,none,0.0,0.2304,0.3,0.0691,1-9,0.729,medium,inferred protected option,,,,"2026 #1 UAE Tour (2.UWT) (itt; field-class proxy 0.88; ProfileScore 9, 341vm, 44.2km; adjusted 0.511); 2026 #2 Tour de Pologne (2.UWT) (itt; field 462/141; ProfileScore 14, 179vm, 12.5km; adjusted 0.347)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,8,26,SKJELMOSE Mattias,mattias-skjelmose-jensen,Lidl - Trek (WT),0.595085,13,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,8-18,0.74,medium,inferred protected option,,,,"2026 #3 Tour de France (2.UWT) (itt; field-class proxy 0.88; matched saved PCS/Scorito stage profile; adjusted 0.400); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.348)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,9,24,KÜNG Stefan,stefan-kung,Tudor Pro Cycling Team (PRT),0.577904,12,1.0,1.0,1.0,1.0,none,0.0888,0.0,0.3,0.0622,7-17,0.662,medium-high,inferred protected option,,,,"2026 #1 Tour de Pologne (2.UWT) (itt; field 462/141; ProfileScore 14, 179vm, 12.5km; adjusted 0.379); 2026 #5 Volta ao Algarve em Bicicleta (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.236)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,10,22,ROMEO Iván,ivan-romeo,Movistar Team (WT),0.570621,11,1.0,1.0,1.0,1.0,none,0.5739,0.2134,0.3,0.4657,6-16,0.705,medium-high,inferred protected option,,,,"2026 #2 Volta Comunitat Valenciana (2.Pro) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.307); 2026 #4 Tour de Pologne (2.UWT) (itt; field 462/141; ProfileScore 14, 179vm, 12.5km; adjusted 0.292)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,11,20,VINE Jay,jay-vine,UAE Team Emirates - XRG (WT),0.526269,8,1.0,1.0,1.0,1.0,none,-0.0296,-0.1402,0.3,-0.0628,2-14,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2025 #1 S11 Stage 11 - Bilbao › Bilbao (itt; field 872/189; ProfileScore 0, 122vm, 24.1km; adjusted 0.195); 2025 #4 Tour de Romandie (2.UWT) (itt; field-class proxy 0.88; ITT marker on PCS result; adjusted 0.165)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,12,18,ROGLIČ Primož,primoz-roglic,Red Bull - BORA - hansgrohe (WT),0.519909,21,1.0,1.0,1.0,1.0,none,0.0181,0.0,0.3,0.0127,15-27,0.62,medium-high,inferred helper; tactics unconfirmed,,,,2026 #4 Itzulia Basque Country (2.UWT) (itt; field-class proxy 0.88; ITT marker on PCS result; adjusted 0.366); 2026 #7 Tirreno-Adriatico (2.UWT) (itt; field-class proxy 0.88; ITT marker on PCS result; adjusted 0.282)
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,13,16,CHAMBERLAIN Oscar,oscar-chamberlain,Decathlon CMA CGM Team (WT),0.512755,10,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,4-16,0.62,medium-high,inferred protected option,,,,"2026 #3 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.359); 2026 #7 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.276)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,14,14,ALMEIDA João,joao-almeida,UAE Team Emirates - XRG (WT),0.488395,20,1.0,1.0,1.0,1.0,none,-0.0977,0.0,0.3,-0.0684,14-26,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #9 S7 Stage 7 - La Bridoire › Grand Colombier (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.207); 2025 #2 Tour de Romandie (2.UWT) (itt; field-class proxy 0.88; ITT marker on PCS result; adjusted 0.196)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,15,12,LAPORTE Christophe,christophe-laporte,Team Visma | Lease a Bike (WT),0.479638,9,1.0,1.0,1.0,1.0,none,0.0982,0.186,0.3,0.1245,3-15,0.572,medium-high,inferred co-option,,,,"2026 #5 La Vuelta Ciclista a España (2.UWT) (itt; field 837/193; ProfileScore 2, 55vm, 9.4km; adjusted 0.329); 2025 #3 S3 Stage 3 - Sittard › Watersley (itt; field-class proxy 0.51; ITT marker on PCS result; adjusted 0.104)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,16,10,ARMIRAIL Bruno,bruno-armirail,Team Visma | Lease a Bike (WT),0.451483,18,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,14-22,0.76,medium,inferred helper; tactics unconfirmed,,,,"2026 #1 Tour Auvergne - Rhône-Alpes (2.UWT) (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.452); 2026 #4 Paris-Nice (2.UWT) (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.330)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,17,8,ONLEY Oscar,oscar-onley,Netcompany INEOS (WT),0.426092,23,1.0,1.0,1.0,1.0,none,0.1304,0.0,0.3,0.0913,18-28,0.659,medium-high,inferred co-option,,,,"2026 #1 S6 Stage 6 - Barbentane › Apt (itt; field 659/164; ProfileScore 12, 212vm, 23.5km; adjusted 0.391); 2026 #2 S7 Stage 7 - La Bridoire › Grand Colombier (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.380)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,18,6,KLUCKERS Arthur,arthur-kluckers,Tudor Pro Cycling Team (PRT),0.380367,14,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,8-20,0.62,medium-high,inferred co-option,,,,"2026 #5 UAE Tour (2.UWT) (itt; field 353/157; ProfileScore 0, 102vm, 23.8km; adjusted 0.247); 2026 #6 Tour de Pologne (2.UWT) (itt; field 462/141; ProfileScore 14, 179vm, 12.5km; adjusted 0.245)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,19,4,NORDHAGEN Jørgen,jorgen-nordhagen,Team Visma | Lease a Bike (WT),0.363951,33,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,27-39,0.581,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #1 S7 Stage 7 - La Bridoire › Grand Colombier (itt; field 773/156; ProfileScore 32, 402vm, 28.4km; adjusted 0.415); 2026 #4 O Gran Camiño - The Historical Route (2.1) (itt; field-class proxy 0.60; ITT marker on PCS result; adjusted 0.249)"
1,22 August 2026,Monaco -> Monaco,itt,tt,9.4,55,ITT,applied,0.15,20,1,FEDOROV Yevgeniy,yevgeniy-fedorov,XDS Astana Team (WT),0.360647,53,1.0,1.0,1.0,1.0,none,0.1146,0.0,0.3,0.0802,47-59,0.606,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #1 Paris-Nice (2.UWT) (itt; field 16/35; ProfileScore 1, 102vm, 31.0km; adjusted 0.156); 2026 #1 DSSK (Donostia San Sebastian Klasikoa) (1.UWT) (itt; field 10/31; 30.8km; adjusted 0.145)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,1,50,PEDERSEN Mads,mads-pedersen,Lidl - Trek (WT),0.777121,7,1.0,1.0,1.0,1.0,none,0.3688,0.2362,0.3,0.329,3-11,0.849,medium,inferred co-option,,,,"2026 #1 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.579); 2026 #6 Tour de France (2.UWT) (hilly; field 1567/181; ProfileScore 115, 2792vm, 154.6km; adjusted 0.375)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,2,44,BRENNAN Matthew,matthew-brennan,Team Visma | Lease a Bike (WT),0.655723,15,1.0,1.0,1.0,1.0,none,0.4785,0.4018,0.3,0.4555,10-20,0.666,medium-high,inferred helper; tactics unconfirmed,monitor_only_no_automatic_upgrade,corroborated_reports,Vuelta a España: Powerful sprint nets Matthew Brennan stage 2 victory as Tadej Pogačar fends off attacks to keep leader's jersey,"2026 #1 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.433); 2026 #1 Ronde van Vlaanderen ME (1.UWT) (hilly; field 644/186; ProfileScore 55, 2055vm, 194.9km; adjusted 0.404)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,3,40,GROVES Kaden,kaden-groves,Alpecin - Premier Tech (WT),0.436547,61,1.0,1.0,1.0,1.0,none,0.2548,-0.2592,0.3,0.1006,55-67,0.55,medium-high,inferred helper; tactics unconfirmed,,,,"2025 #1 Tour de France (2.UWT) (hilly; field 1711/170; ProfileScore 107, 2916vm, 184.2km; adjusted 0.265); 2025 #1 Giro d'Italia (2.UWT) (hilly; field 946/189; ProfileScore 46, 2496vm, 227.0km; adjusted 0.214)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,4,36,TULETT Ben,ben-tulett,Team Visma | Lease a Bike (WT),0.428349,10,1.0,1.0,1.0,1.0,none,0.0499,0.0,0.3,0.0349,5-15,0.693,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #3 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 727/186; ProfileScore 172, 2974vm, 200.0km; adjusted 0.384); 2026 #3 Vuelta a Burgos (2.Pro) (hilly; field 746/186; ProfileScore 258, 4284vm, 221.2km; adjusted 0.374)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,5,32,LAURANCE Axel,axel-laurance,Netcompany INEOS (WT),0.368445,27,1.0,1.0,1.0,1.0,none,0.0381,0.0,0.3,0.0267,22-32,0.679,medium-high,inferred co-option,,,,"2026 #1 S5 Stage 5 - Eibar › Eibar (hilly; field 702/156; ProfileScore 154, 2709vm, 152.8km; adjusted 0.409); 2026 #3 Tour de Pologne (2.UWT) (hilly; field 462/157; ProfileScore 152, 2234vm, 161.9km; adjusted 0.328)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,6,30,AULAR Orluis,orluis-aular,Movistar Team (WT),0.331422,46,1.0,1.0,1.0,1.0,none,0.0,0.1751,0.3,0.0525,40-52,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #3 Paris-Nice (2.UWT) (hilly; field 659/165; ProfileScore 73, 1779vm, 170.9km; adjusted 0.335); 2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/188; ProfileScore 89, 1600vm, 138.0km; adjusted 0.229)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,7,28,LEKNESSUND Andreas,andreas-leknessund,Uno-X Mobility (WT),0.321948,11,1.0,1.0,1.0,0.55,reduced_sprint_unsupported_but_fast_finish_evidence,0.0,0.0,0.3,0.0,7-15,0.78,medium,inferred co-option,,,,"2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/168; ProfileScore 181, 3257vm, 202.0km; adjusted 0.462); 2026 #2 Giro d'Italia (2.UWT) (hilly; field 955/180; ProfileScore 152, 1804vm, 156.0km; adjusted 0.457)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,8,26,TURNER Ben,ben-turner,Netcompany INEOS (WT),0.280786,58,1.0,1.0,1.0,1.0,none,0.0,0.0982,0.3,0.0295,52-64,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #2 Czech Tour (2.Pro) (hilly; field 106/136; ProfileScore 69, 2018vm, 163.2km; adjusted 0.204); 2026 #11 Giro d'Italia (2.UWT) (hilly; field 955/167; ProfileScore 103, 1896vm, 171.0km; adjusted 0.195)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,9,24,MIQUEL Pau,pau-miquel-delgado,Bahrain - Victorious (WT),0.258108,38,1.0,1.0,1.0,0.55,reduced_sprint_unsupported_but_fast_finish_evidence,0.01,0.0,0.3,0.007,33-43,0.654,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #2 La Vuelta Ciclista a España (2.UWT) (hilly; field 837/12; ProfileScore 96, 3028vm, 214.3km; adjusted 0.397); 2026 #2 Omloop Nieuwsblad ME (1.UWT) (hilly; field 284/152; ProfileScore 90, 2374vm, 171.7km; adjusted 0.292)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,10,22,BRENNER Marco,marco-brenner,Tudor Pro Cycling Team (PRT),0.257169,17,1.0,1.0,1.0,0.55,reduced_sprint_unsupported_but_fast_finish_evidence,0.0843,0.0,0.3,0.059,12-22,0.746,medium,inferred protected option,,,,"2026 #2 Tour de Pologne (2.UWT) (hilly; field 462/153; ProfileScore 120, 1977vm, 218.9km; adjusted 0.341); 2026 #3 Tour de Pologne (2.UWT) (hilly; field 462/148; ProfileScore 239, 2794vm, 125.5km; adjusted 0.330)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,11,20,LAPORTE Christophe,christophe-laporte,Team Visma | Lease a Bike (WT),0.253732,13,1.0,1.0,1.0,1.0,none,0.0982,0.186,0.3,0.1245,8-18,0.686,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #3 Amstel Gold Race (1.UWT) (hilly; field 790/185; ProfileScore 42, 1232vm, 240.8km; adjusted 0.341); 2026 #7 Amstel Gold Race (1.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.244)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,12,18,DVERSNES LAVIK Fredrik,fredrik-dversnes,Uno-X Mobility (WT),0.236737,56,1.0,1.0,1.0,0.55,reduced_sprint_unsupported_but_fast_finish_evidence,0.0,0.0,0.3,0.0,51-61,0.642,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #4 Tour de Pologne (2.UWT) (hilly; field 462/148; ProfileScore 239, 2794vm, 125.5km; adjusted 0.303); 2025 #1 Tirreno-Adriatico (2.UWT) (hilly; field 919/166; ProfileScore 136, 3499vm, 205.0km; adjusted 0.224)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,13,16,VAN AERT Wout,wout-van-aert,Team Visma | Lease a Bike (WT),0.196267,9,1.0,1.0,1.0,0.55,reduced_sprint_marginal_selective_results,0.1108,0.4731,0.3,0.2195,4-14,0.734,medium,inferred co-option,monitor_only_no_automatic_upgrade,corroborated_reports,'It was quite planned' - Van Aert plays his part as Visma's plan delivers Brennan Vuelta victory,"2026 #3 S6 Stage 6 - Saint-Vulbas › Crest-Voland (hilly; field 1072/182; ProfileScore 82, 2545vm, 298.0km; adjusted 0.390); 2026 #2 La Vuelta Ciclista a España (2.UWT) (hilly; field-class proxy 0.88; one-day race proxy; exact profile unavailable; adjusted 0.378)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,14,14,TEJADA Harold,harold-tejada,XDS Astana Team (WT),0.167,8,1.0,1.0,1.0,0.25,reduced_sprint_unsupported_finisher,0.3859,0.0,0.3,0.2702,4-12,0.809,medium,inferred protected option,,,,"2026 #2 Tour de France (2.UWT) (hilly; field 1567/179; ProfileScore 109, 2309vm, 205.8km; adjusted 0.513); 2026 #1 Paris-Nice (2.UWT) (hilly; field 659/140; ProfileScore 99, 2077vm, 179.3km; adjusted 0.405)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,15,12,MEEUS Jordi,jordi-meeus,Red Bull - BORA - hansgrohe (WT),0.150641,12,1.0,1.0,0.55,1.0,none,0.0,-0.0979,0.3,-0.0294,6-18,0.619,medium-high,inferred protected option,,,,"2026 #2 Grand Prix de Denain - Porte du Hainaut (1.Pro) (hilly; field-class proxy 0.72; one-day race proxy; exact profile unavailable; adjusted 0.310); 2026 #1 Grand Prix de Denain - Porte du Hainaut (1.Pro) (hilly; field 197/182; ProfileScore 24, 1483vm, 203.8km; adjusted 0.255)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,16,10,GARCÍA PIERNA Raúl,raul-garcia-pierna,Movistar Team (WT),0.132225,16,1.0,1.0,1.0,0.25,reduced_sprint_unsupported_finisher,0.0,0.0,0.3,0.0,12-20,0.76,medium,inferred protected option,,,,"2026 #3 Tour de France (2.UWT) (hilly; field 1567/187; ProfileScore 108, 2784vm, 181.9km; adjusted 0.486); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 773/158; ProfileScore 153, 3687vm, 234.3km; adjusted 0.360)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,17,8,BILBAO Pello,pello-bilbao,Bahrain - Victorious (WT),0.119299,19,1.0,1.0,1.0,0.55,reduced_sprint_marginal_selective_results,0.0,0.0,0.3,0.0,14-24,0.677,medium-high,inferred protected option,,,,"2026 #6 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 851/184; ProfileScore 199, 4101vm, 259.5km; adjusted 0.313); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (hilly; field 443/158; ProfileScore 139, 3467vm, 211.4km; adjusted 0.300)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,18,6,COQUARD Bryan,bryan-coquard,Cofidis (PRT),0.108088,53,1.0,1.0,0.55,1.0,none,0.0865,0.2782,0.3,0.144,47-59,0.62,medium-high,inferred co-option,,,,"2026 #4 S8 Stage 8 - Nice › Nice (hilly; field 659/140; ProfileScore 99, 2077vm, 179.3km; adjusted 0.285); 2026 #4 Tour of Oman (2.Pro) (hilly; field 338/135; ProfileScore 100, 1493vm, 191.4km; adjusted 0.238)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,19,4,CAMPRUBÍ Marcel,marcel-camprubi,Pinarello Q36.5 Pro Cycling Team (PRT),0.103962,35,1.0,1.0,1.0,0.25,reduced_sprint_unsupported_finisher,0.0,0.0,0.3,0.0,30-40,0.671,medium-high,inferred protected option,,,,"2026 #2 Tour de Suisse (2.UWT) (hilly; field 584/146; ProfileScore 118, 2460vm, 157.7km; adjusted 0.368); 2026 #1 Sibiu Cycling Tour (2.1) (hilly; field 137/176; ProfileScore 138, 3461vm, 211.9km; adjusted 0.251)"
2,23 August 2026,Monaco -> Manosque,hilly,uphill,214.3,3028,Sprint / Hilly,applied,0.15,20,1,DAINESE Alberto,alberto-dainese,Soudal Quick-Step (WT),0.103782,74,1.0,1.0,0.55,1.0,none,0.2578,0.0,0.3,0.1805,68-80,0.62,medium-high,inferred helper; tactics unconfirmed,,,,"2026 #5 Volta Ciclista a Catalunya (2.UWT) (hilly; field 821/171; ProfileScore 76, 1898vm, 167.4km; adjusted 0.306); 2026 #8 Volta Ciclista a Catalunya (2.UWT) (hilly; field 821/165; ProfileScore 97, 2844vm, 151.0km; adjusted 0.253)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,1,50,POGAČAR Tadej,tadej-pogacar,UAE Team Emirates - XRG (WT),1.0,1,1.0,1.0,1.0,1.0,none,0.0977,0.4586,0.3,0.206,1-4,0.9,medium,inferred protected option,review_selection_and_lineup,corroborated_reports,"""This route is tailor-made for him"" - Footage shows Jonas Vingegaard complaining about Tadej Pogacar and Tour de France route design","2026 #1 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.588); 2026 #4 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.459)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,2,44,GALL Felix,felix-gall,Decathlon CMA CGM Team (WT),0.824202,2,1.0,1.0,1.0,1.0,none,-0.0417,0.3596,0.3,0.0787,1-6,0.863,medium,inferred protected option,,,,"2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/171; ProfileScore 381, 4209vm, 133.0km; adjusted 0.462); 2026 #2 Giro d'Italia (2.UWT) (mountain; field 955/163; ProfileScore 379, 3751vm, 200.0km; adjusted 0.461)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,3,40,CARAPAZ Richard,richard-carapaz,EF Education - EasyPost (WT),0.753691,3,1.0,1.0,1.0,1.0,none,-0.4869,0.311,0.3,-0.2476,1-6,0.893,medium,inferred protected option,,,,"2026 #1 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.596); 2026 #1 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.572)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,4,36,JOHANNESSEN Tobias Halland,tobias-halland-johannessen,Uno-X Mobility (WT),0.748468,4,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,1-8,0.853,medium,inferred protected option,,,,"2026 #5 Tour de France (2.UWT) (mountain; field 1567/168; ProfileScore 357, 3572vm, 127.9km; adjusted 0.415); 2026 #5 Tour de France (2.UWT) (mountain; field 1567/170; ProfileScore 233, 3944vm, 185.2km; adjusted 0.404)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,5,32,KUSS Sepp,sepp-kuss,Team Visma | Lease a Bike (WT),0.673957,5,1.0,1.0,1.0,1.0,none,0.0,0.0,0.3,0.0,1-9,0.84,medium,inferred protected option,,,,"2026 #1 Giro d'Italia (2.UWT) (mountain; field 955/167; ProfileScore 396, 4888vm, 151.0km; adjusted 0.503); 2026 #3 Tour de France (2.UWT) (mountain; field 1567/166; ProfileScore 438, 5624vm, 170.9km; adjusted 0.501)"
3,24 August 2026,Gruissan - Aude -> Font Romeu,mountain,summit,174.0,2639,GC / Mountain,applied,0.15,6,30,SKJELMOSE Mattias,mattias-skjelmose-jensen,Lidl - Trek (WT),0.606924,6,0.7275,0.8321,1.0,1.0,none,0.0,0.0,0.3,0.0,1-11,0.74,medium,inferred protected option,,,,"2026 #2 Itzulia Basque Country (2.UWT) (mountain; field 702/162; ProfileScore 224, 3191vm, 164.1km; adjusted 0.383); 2026 #4 Tour Auvergne - Rhône-Alpes (2.UWT) (mountain; field 773/116; ProfileScore 389, 4051vm, 120.1km; adjusted 0.353)"
